"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"6175","Female","No",20,"No","Low",4
"6176","Male","Yes",37,"Yes","High",2
"6177","Female","No",25,"No","Low",8
"6178","Female","No",89,"Yes","Low",1
"6179","Female","No",33,"Yes","Low",3
"6180","Female","Yes",62,"Yes","High",2
"6181","Female","Yes",55,"Yes","Average",4
"6182","Male","No",39,"Yes","Low",1
"6183","Male","No",30,"Yes","Low",6
"6184","Female","Yes",37,"No","High",2
"6185","Female","No",40,"No","Low",1
"6186","Male","No",38,"Yes","Low",4
"6187","Male","Yes",52,"No","Low",2
"6188","Female","Yes",48,"No","Average",5
"6189","Female","Yes",60,"No","Average",5
"6190","Female","No",36,"Yes","Low",1
"6191","Male","Yes",59,"Yes","Average",2
"6192","Male","Yes",71,"No","Average",3
"6193","Male","Yes",78,"No","Low",1
"6194","Male","Yes",37,"Yes","Average",2
"6195","Female","No",51,"Yes","Low",1
"6196","Male","No",22,"No","Low",3
"6197","Male","Yes",28,"Yes","Average",2
"6198","Female","No",22,"No","Low",8
"6199","Female","Yes",48,"Yes","High",2
"6200","Female","No",23,"No","Low",4
"6201","Female","No",31,"No","Low",8
"6202","Male","Yes",37,"No","Low",5
"6203","Male","Yes",50,"Yes","Average",4
"6204","Male","Yes",42,"Yes","Average",4
"6205","Female","No",50,"Yes","Low",1
"6206","Female","No",43,"Yes","Low",1
"6207","Male","No",20,"No","Low",4
"6208","Female","No",28,"Yes","Low",4
"6209","Female","No",33,"No","Low",6
"6210","Female","No",49,"Yes","Low",1
"6211","Female","No",40,"Yes","Low",1
"6212","Female","No",21,"No","Low",3
"6213","Female","Yes",36,"No","Low",5
"6214","Male","Yes",49,"No","Average",3
"6215","Female","Yes",36,"Yes","Low",2
"6216","Male","Yes",56,"Yes","Average",2
"6217","Female","No",32,"Yes","Low",1
"6218","Female","Yes",48,"Yes","Average",2
"6219","Female","Yes",66,"No","High",2
"6220","Female","No",43,"Yes","Low",1
"6221","Male","Yes",69,"No","Low",8
"6222","Female","No",27,"Yes","Low",4
"6223","Female","Yes",67,"Yes","Low",1
"6224","Female","Yes",32,"No","Low",2
"6225","Male","Yes",43,"No","Average",3
"6226","Male","Yes",36,"No","Average",2
"6227","Male","Yes",43,"Yes","High",3
"6228","Male","Yes",36,"Yes","Average",5
"6229","Male","Yes",36,"Yes","Average",2
"6230","Female","No",23,"No","Low",3
"6231","Female","Yes",50,"Yes","Average",2
"6232","Male","No",22,"No","Low",4
"6233","Female","Yes",62,"Yes","High",3
"6234","Female","Yes",35,"Yes","Average",3
"6235","Female","Yes",52,"Yes","Average",2
"6236","Female","Yes",68,"Yes","Average",3
"6237","Male","No",46,"Yes","Low",2
"6238","Female","No",28,"Yes","Low",1
"6239","Male","No",49,"Yes","Low",1
"6240","Male","Yes",37,"Yes","Average",2
"6241","Male","Yes",53,"Yes","Average",2
"6242","Female","Yes",70,"No","Low",1
"6243","Female","No",43,"Yes","Low",4
"6244","Male","Yes",83,"Yes","High",2
"6245","Female","No",25,"Yes","Low",2
"6246","Male","Yes",45,"Yes","Average",4
"6247","Female","No",29,"Yes","Low",1
"6248","Male","Yes",43,"Yes","Average",2
"6249","Female","Yes",65,"Yes","Low",1
"6250","Female","Yes",46,"Yes","High",4
"6251","Male","Yes",59,"Yes","Low",1
"6252","Female","No",30,"Yes","Low",2
"6253","Male","Yes",29,"No","Low",2
"6254","Male","Yes",58,"Yes","Low",1
"6255","Male","Yes",71,"No","Low",5
"6256","Male","Yes",53,"No","Low",5
"6257","Male","Yes",36,"Yes","Average",4
"6258","Male","No",33,"No","Low",4
"6259","Male","No",32,"Yes","Low",3
"6260","Male","Yes",41,"Yes","Average",5
"6261","Female","No",49,"Yes","Low",1
"6262","Male","Yes",84,"No","High",2
"6263","Male","Yes",30,"Yes","Low",4
"6264","Male","No",26,"No","Low",4
"6265","Female","Yes",41,"Yes","High",3
"6266","Male","No",25,"No","Low",5
"6267","Male","Yes",26,"Yes","High",3
"6268","Female","No",27,"No","Low",5
"6269","Male","Yes",41,"No","High",3
"6270","Female","Yes",80,"Yes","Low",1
"6271","Female","Yes",50,"Yes","Low",3
"6272","Female","No",28,"Yes","Low",3
"6273","Female","Yes",66,"Yes","Low",2
"6274","Male","Yes",58,"No","High",5
"6275","Female","No",42,"Yes","Low",3
"6276","Female","No",37,"Yes","Low",3
"6277","Male","Yes",49,"Yes","Low",1
"6278","Male","No",39,"Yes","Low",2
"6279","Female","No",21,"No","Low",5
"6280","Male","Yes",69,"No","Low",3
"6281","Female","Yes",50,"Yes","High",5
"6282","Male","Yes",37,"Yes","Average",2
"6283","Male","Yes",61,"No","Low",2
"6284","Male","Yes",52,"Yes","High",4
"6285","Female","No",23,"No","Low",4
"6286","Male","Yes",35,"Yes","Average",3
"6287","Female","Yes",49,"Yes","High",4
"6288","Female","No",27,"Yes","Low",7
"6289","Male","No",43,"Yes","Low",2
"6290","Female","No",35,"No","Low",1
"6291","Female","Yes",52,"No","Low",1
"6292","Male","Yes",31,"No","Average",2
"6293","Male","Yes",48,"Yes","High",4
"6294","Female","Yes",37,"Yes","Low",3
"6295","Male","No",26,"No","Low",5
"6296","Female","No",49,"Yes","Low",2
"6297","Male","No",37,"Yes","Low",1
"6298","Male","No",30,"No","Low",4
"6299","Male","No",43,"No","Low",1
"6300","Female","No",42,"Yes","Low",3
"6301","Male","Yes",60,"Yes","Average",2
"6302","Female","No",23,"No","Low",7
"6303","Male","Yes",81,"Yes","Low",1
"6304","Female","Yes",45,"Yes","Low",1
"6305","Male","No",33,"Yes","Low",2
"6306","Male","No",25,"No","Low",2
"6307","Male","Yes",38,"No","Average",5
"6308","Male","Yes",25,"Yes","High",2
"6309","Male","Yes",62,"Yes","High",2
"6310","Male","Yes",45,"Yes","Low",4
"6311","Female","No",63,"Yes","Low",2
"6312","Female","Yes",39,"Yes","High",2
"6313","Female","No",25,"No","Low",1
"6314","Female","No",67,"Yes","Low",1
"6315","Male","Yes",81,"Yes","Low",1
"6316","Male","No",31,"Yes","Low",4
"6317","Male","No",22,"No","Low",4
"6318","Female","No",33,"No","Low",2
"6319","Female","Yes",42,"No","High",5
"6320","Male","Yes",70,"Yes","Low",1
"6321","Male","Yes",25,"No","High",8
"6322","Male","Yes",66,"Yes","Average",2
"6323","Female","Yes",41,"Yes","High",2
"6324","Female","Yes",40,"Yes","Low",1
"6325","Female","Yes",50,"Yes","Average",2
"6326","Female","No",31,"No","Low",4
"6327","Female","Yes",63,"Yes","Average",2
"6328","Male","Yes",57,"No","High",4
"6329","Female","No",40,"Yes","Low",1
"6330","Male","Yes",39,"No","High",4
"6331","Female","Yes",45,"Yes","High",3
"6332","Male","No",25,"Yes","Low",3
"6333","Female","No",22,"No","Low",4
"6334","Female","No",38,"Yes","Low",3
"6335","Male","Yes",37,"Yes","Average",2
"6336","Male","Yes",78,"No","High",2
"6337","Female","Yes",37,"Yes","Average",2
"6338","Male","Yes",43,"Yes","Average",2
"6339","Male","No",23,"No","Low",4
"6340","Male","No",43,"No","Low",1
"6341","Male","Yes",43,"Yes","Average",2
"6342","Male","Yes",71,"No","High",2
"6343","Female","Yes",38,"Yes","Low",1
"6344","Male","Yes",48,"Yes","High",4
"6345","Female","No",35,"Yes","Low",2
"6346","Male","Yes",53,"Yes","Average",3
"6347","Female","Yes",41,"No","Low",2
"6348","Female","No",28,"Yes","Low",2
"6349","Male","No",22,"No","Low",6
"6350","Male","No",27,"Yes","Low",3
"6351","Female","Yes",43,"Yes","Average",2
"6352","Male","Yes",68,"Yes","High",2
"6353","Male","Yes",28,"No","Average",2
"6354","Female","Yes",48,"Yes","Average",6
"6355","Male","Yes",42,"Yes","Low",2
"6356","Female","No",38,"Yes","Low",4
"6357","Female","No",42,"Yes","Low",3
"6358","Male","No",43,"Yes","Low",2
"6359","Female","Yes",46,"Yes","Average",2
"6360","Female","No",43,"Yes","Low",2
"6361","Female","No",28,"Yes","Low",6
"6362","Female","Yes",48,"Yes","Average",4
"6363","Male","Yes",82,"No","High",2
"6364","Male","Yes",49,"Yes","Low",2
"6365","Female","Yes",41,"Yes","Average",2
"6366","Male","Yes",66,"Yes","Average",2
"6367","Male","No",22,"No","Low",5
"6368","Female","No",31,"Yes","Low",3
"6369","Female","Yes",49,"Yes","High",5
"6370","Male","Yes",77,"No","High",2
"6371","Male","No",41,"Yes","Low",2
"6372","Male","Yes",78,"No","Low",1
"6373","Male","No",41,"Yes","Low",1
"6374","Female","Yes",39,"Yes","Average",2
"6375","Male","Yes",50,"Yes","High",3
"6376","Male","Yes",35,"Yes","Average",2
"6377","Female","Yes",52,"Yes","Average",3
"6378","Female","Yes",50,"Yes","Average",4
"6379","Male","Yes",52,"No","Low",1
"6380","Male","Yes",63,"No","Average",4
"6381","Female","Yes",47,"Yes","Low",3
"6382","Female","Yes",41,"Yes","Average",4
"6383","Female","No",38,"No","Low",2
"6384","Male","No",32,"No","Low",2
"6385","Male","No",31,"No","Low",6
"6386","Male","Yes",36,"No","High",3
"6387","Male","Yes",67,"Yes","Low",1
"6388","Male","No",41,"Yes","Low",1
"6389","Male","Yes",53,"Yes","Average",4
"6390","Male","Yes",51,"Yes","Low",1
"6391","Male","Yes",56,"No","Low",2
"6392","Male","Yes",72,"Yes","High",4
"6393","Female","Yes",42,"Yes","Average",2
"6394","Female","Yes",26,"No","Average",2
"6395","Male","No",37,"Yes","Low",2
"6396","Male","No",18,"No","Low",4
"6397","Male","No",29,"No","Low",7
"6398","Female","No",70,"Yes","Low",1
"6399","Female","No",19,"No","Low",5
"6400","Male","Yes",46,"Yes","Average",2
"6401","Male","Yes",53,"No","High",4
"6402","Female","Yes",50,"Yes","Low",1
"6403","Female","Yes",43,"Yes","Average",3
"6404","Female","No",23,"No","Low",4
"6405","Female","Yes",61,"Yes","Average",2
"6406","Male","Yes",27,"Yes","Average",2
"6407","Female","Yes",63,"Yes","Average",3
"6408","Female","Yes",83,"Yes","Low",1
"6409","Male","Yes",32,"Yes","Low",2
"6410","Male","Yes",58,"Yes","Average",5
"6411","Male","Yes",67,"Yes","Average",3
"6412","Female","No",19,"No","Low",5
"6413","Male","Yes",88,"Yes","High",2
"6414","Male","Yes",35,"Yes","Low",2
"6415","Male","Yes",45,"Yes","Average",4
"6416","Female","Yes",35,"Yes","Average",4
"6417","Female","Yes",27,"No","Low",2
"6418","Male","Yes",35,"Yes","High",3
"6419","Female","No",20,"No","Low",3
"6420","Male","Yes",41,"No","Average",3
"6421","Female","No",33,"No","Low",6
"6422","Male","Yes",58,"Yes","Low",1
"6423","Male","Yes",86,"No","High",2
"6424","Male","Yes",61,"No","Average",5
"6425","Male","No",32,"Yes","Low",3
"6426","Male","No",20,"No","Low",3
"6427","Male","No",32,"No","Low",4
"6428","Female","Yes",69,"No","High",2
"6429","Female","No",35,"Yes","Low",4
"6430","Female","No",72,"Yes","Low",2
"6431","Female","Yes",37,"Yes","Low",1
"6432","Male","No",33,"Yes","Low",1
"6433","Male","Yes",40,"No","Average",4
"6434","Female","Yes",55,"Yes","Low",2
"6435","Male","Yes",23,"No","High",9
"6436","Female","Yes",51,"No","High",1
"6437","Male","Yes",69,"No","Average",3
"6438","Female","Yes",73,"No","High",2
"6439","Female","No",20,"No","Low",3
"6440","Female","No",53,"Yes","Low",1
"6441","Female","Yes",46,"Yes","Average",4
"6442","Female","Yes",53,"Yes","Low",4
"6443","Male","Yes",53,"No","Average",5
"6444","Male","Yes",50,"No","High",4
"6445","Female","Yes",66,"Yes","Average",3
"6446","Female","Yes",86,"Yes","Low",2
"6447","Female","No",27,"Yes","Low",1
"6448","Female","No",42,"Yes","Low",1
"6449","Male","No",33,"No","Low",9
"6450","Male","Yes",82,"No","High",2
"6451","Male","Yes",26,"No","Low",2
"6452","Male","Yes",38,"Yes","Average",4
"6453","Female","No",32,"Yes","Low",7
"6454","Male","No",20,"No","Low",5
"6455","Male","No",27,"No","Low",3
"6456","Male","No",22,"No","Low",4
"6457","Male","Yes",80,"Yes","High",3
"6458","Female","Yes",32,"Yes","High",3
"6459","Male","Yes",77,"Yes","Low",1
"6460","Male","No",22,"No","Low",2
"6461","Female","Yes",32,"Yes","Low",2
"6462","Male","Yes",49,"Yes","Average",2
"6463","Male","Yes",55,"Yes","High",9
"6464","Male","No",28,"Yes","Low",2
"6465","Female","Yes",42,"No","Low",1
"6466","Female","No",20,"No","Low",3
"6467","Male","Yes",43,"Yes","High",6
"6468","Female","Yes",73,"Yes","Low",1
"6469","Female","No",46,"No","Low",3
"6470","Male","Yes",28,"No","Average",2
"6471","Female","Yes",35,"Yes","Average",2
"6472","Female","Yes",48,"Yes","High",3
"6473","Female","No",32,"Yes","Low",3
"6474","Male","Yes",66,"Yes","Average",2
"6475","Female","Yes",47,"Yes","High",2
"6476","Male","Yes",28,"Yes","Low",2
"6477","Female","Yes",35,"Yes","Average",2
"6478","Female","Yes",75,"Yes","High",2
"6479","Male","Yes",48,"Yes","High",3
"6480","Male","No",41,"Yes","Low",4
"6481","Female","No",25,"No","Low",3
"6482","Female","Yes",52,"No","Average",3
"6483","Male","Yes",58,"Yes","Average",2
"6484","Female","No",26,"No","Low",1
"6485","Female","No",49,"Yes","Low",3
"6486","Male","No",28,"Yes","Low",5
"6487","Male","No",53,"Yes","Low",1
"6488","Female","No",27,"Yes","Low",4
"6489","Female","No",33,"Yes","Low",4
"6490","Female","Yes",89,"Yes","High",2
"6491","Female","No",40,"Yes","Low",1
"6492","Male","Yes",47,"No","High",4
"6493","Male","No",27,"No","Low",5
"6494","Male","Yes",37,"Yes","Low",6
"6495","Male","Yes",56,"No","High",3
"6496","Male","Yes",48,"Yes","High",5
"6497","Female","No",32,"Yes","Low",1
"6498","Male","Yes",39,"Yes","Average",3
"6499","Male","Yes",39,"Yes","Average",4
"6500","Female","No",39,"Yes","Low",1
"6501","Male","Yes",60,"No","High",4
"6502","Female","No",33,"Yes","Low",2
"6503","Female","Yes",50,"No","Average",4
"6504","Male","Yes",58,"Yes","Low",2
"6505","Female","No",20,"No","Low",4
"6506","Male","No",29,"Yes","Low",4
"6507","Female","No",37,"No","Low",1
"6508","Male","Yes",25,"Yes","Low",2
"6509","Male","Yes",37,"Yes","Low",6
"6510","Male","Yes",68,"Yes","Low",1
"6511","Male","No",20,"No","Low",3
"6512","Female","Yes",30,"No","Average",6
"6513","Female","Yes",83,"Yes","High",2
"6514","Female","No",52,"Yes","Low",1
"6515","Female","No",19,"No","Low",1
"6516","Female","Yes",36,"Yes","Low",2
"6517","Male","No",31,"No","Low",4
"6518","Male","Yes",51,"Yes","Average",2
"6519","Female","Yes",53,"Yes","Average",2
"6520","Female","No",31,"Yes","Low",1
"6521","Male","Yes",57,"No","Low",4
"6522","Male","Yes",36,"Yes","Average",5
"6523","Male","No",35,"No","Low",3
"6524","Female","No",41,"Yes","Low",2
"6525","Male","Yes",69,"Yes","Low",1
"6526","Male","Yes",37,"No","Average",2
"6527","Female","No",49,"Yes","Low",1
"6528","Male","Yes",59,"Yes","Average",3
"6529","Female","Yes",37,"Yes","High",2
"6530","Female","Yes",68,"Yes","High",4
"6531","Male","No",29,"No","Low",3
"6532","Female","No",42,"Yes","Low",2
"6533","Female","Yes",46,"Yes","Average",4
"6534","Male","No",49,"No","Low",3
"6535","Female","No",33,"Yes","Low",5
"6536","Male","Yes",33,"No","Low",3
"6537","Female","No",25,"No","Low",3
"6538","Male","No",32,"No","Low",3
"6539","Female","Yes",87,"Yes","High",2
"6540","Male","Yes",52,"Yes","Average",4
"6541","Female","No",27,"No","Low",8
"6542","Male","Yes",63,"Yes","Low",2
"6543","Female","Yes",89,"Yes","High",2
"6544","Female","Yes",86,"Yes","Low",4
"6545","Male","Yes",31,"No","Average",2
"6546","Female","No",41,"Yes","Low",1
"6547","Female","Yes",35,"No","Average",2
"6548","Female","Yes",50,"Yes","High",7
"6549","Female","Yes",70,"No","Average",2
"6550","Female","Yes",55,"Yes","Average",3
"6551","Female","Yes",36,"Yes","Average",5
"6552","Female","Yes",66,"Yes","Low",1
"6553","Female","Yes",49,"No","Average",5
"6554","Male","Yes",65,"Yes","Average",4
"6555","Female","No",23,"No","Low",4
"6556","Male","Yes",45,"No","High",4
"6557","Male","No",33,"No","Low",5
"6558","Male","Yes",48,"Yes","High",3
"6559","Male","No",28,"Yes","Low",4
"6560","Female","No",27,"Yes","Low",8
"6561","Female","Yes",45,"Yes","Low",3
"6562","Female","Yes",49,"Yes","Average",3
"6563","Female","Yes",56,"Yes","Average",2
"6564","Male","No",21,"No","Low",1
"6565","Female","Yes",29,"No","Average",2
"6566","Male","No",33,"No","Low",3
"6567","Female","Yes",57,"Yes","Average",4
"6568","Male","Yes",65,"No","Low",1
"6569","Female","Yes",61,"Yes","Average",5
"6570","Female","No",32,"No","Low",4
"6571","Male","Yes",35,"Yes","Low",1
"6572","Female","Yes",82,"Yes","High",2
"6573","Female","Yes",37,"No","Low",4
"6574","Female","No",26,"No","Low",5
"6575","Male","No",32,"Yes","Low",3
"6576","Female","Yes",81,"Yes","High",2
"6577","Male","No",49,"Yes","Low",1
"6578","Male","Yes",46,"Yes","Low",3
"6579","Female","No",20,"No","Low",4
"6580","Male","No",27,"Yes","Low",3
"6581","Female","Yes",66,"Yes","Average",4
"6582","Male","Yes",31,"Yes","Average",3
"6583","Male","Yes",53,"Yes","Average",2
"6584","Female","No",29,"Yes","Low",5
"6585","Male","Yes",70,"No","High",2
"6586","Male","Yes",60,"Yes","Average",5
"6587","Female","No",43,"No","Low",6
"6588","Male","Yes",73,"Yes","Low",1
"6589","Male","Yes",47,"No","Average",3
"6590","Male","No",20,"No","Low",3
"6591","Male","Yes",38,"Yes","Low",2
"6592","Female","Yes",56,"Yes","High",9
"6593","Male","Yes",51,"Yes","Average",5
"6594","Male","Yes",27,"Yes","Average",2
"6595","Male","No",30,"Yes","Low",2
"6596","Male","Yes",49,"Yes","Average",4
"6597","Female","No",30,"Yes","Low",6
"6598","Male","Yes",26,"No","Average",2
"6599","Female","Yes",58,"No","Average",6
"6600","Male","Yes",42,"Yes","Average",4
"6601","Male","Yes",49,"Yes","High",5
"6602","Male","Yes",59,"Yes","High",4
"6603","Female","Yes",49,"Yes","Average",5
"6604","Male","No",31,"Yes","Low",4
"6605","Male","Yes",32,"Yes","Average",2
"6606","Male","Yes",41,"Yes","Low",1
"6607","Male","Yes",71,"Yes","High",4
"6608","Male","Yes",62,"Yes","Average",3
"6609","Male","No",26,"Yes","Low",4
"6610","Female","No",41,"No","Low",1
"6611","Male","No",41,"Yes","Low",2
"6612","Male","No",38,"Yes","Low",1
"6613","Male","Yes",53,"Yes","Average",3
"6614","Male","Yes",46,"Yes","Low",4
"6615","Male","Yes",50,"Yes","High",3
"6616","Female","Yes",40,"No","Low",1
"6617","Female","No",49,"No","Low",1
"6618","Female","No",30,"Yes","Low",3
"6619","Male","Yes",36,"Yes","Average",4
"6620","Female","Yes",66,"Yes","High",3
"6621","Male","Yes",31,"No","Low",4
"6622","Female","No",27,"No","Low",4
"6623","Male","Yes",70,"No","Low",1
"6624","Male","Yes",43,"No","Average",3
"6625","Male","No",42,"No","Low",3
"6626","Male","No",28,"No","Low",1
"6627","Male","No",38,"Yes","Low",1
"6628","Male","Yes",48,"Yes","Low",2
"6629","Male","Yes",36,"No","Average",2
"6630","Male","Yes",41,"Yes","Low",2
"6631","Male","Yes",40,"Yes","Low",2
"6632","Female","Yes",57,"Yes","High",2
"6633","Female","Yes",50,"Yes","High",4
"6634","Female","No",42,"Yes","Low",7
"6635","Male","No",20,"No","Low",5
"6636","Female","No",21,"No","Low",7
"6637","Male","Yes",38,"No","Average",2
"6638","Female","No",27,"Yes","Low",4
"6639","Female","Yes",46,"Yes","High",5
"6640","Female","No",27,"No","Low",6
"6641","Female","No",25,"No","Low",5
"6642","Male","Yes",87,"Yes","High",2
"6643","Male","No",27,"Yes","Low",3
"6644","Female","Yes",48,"Yes","Low",1
"6645","Male","Yes",51,"Yes","Average",4
"6646","Male","Yes",81,"Yes","High",2
"6647","Male","Yes",48,"Yes","Average",2
"6648","Male","Yes",52,"No","High",2
"6649","Female","Yes",68,"Yes","High",2
"6650","Male","Yes",35,"Yes","Average",3
"6651","Female","Yes",39,"Yes","Low",1
"6652","Female","Yes",53,"Yes","High",2
"6653","Male","Yes",41,"Yes","Average",2
"6654","Male","Yes",41,"Yes","High",2
"6655","Female","No",25,"No","Low",1
"6656","Female","Yes",23,"No","High",2
"6657","Female","Yes",47,"Yes","High",5
"6658","Female","Yes",35,"Yes","High",2
"6659","Male","Yes",51,"Yes","Low",3
"6660","Female","No",38,"Yes","Low",1
"6661","Male","Yes",62,"Yes","Low",1
"6662","Male","Yes",60,"Yes","High",6
"6663","Male","Yes",47,"Yes","High",4
